영화 이름,개봉년도,관람객 평점,평론가 평점,네티즌 평점,평가한 네티즌 수
인시디어스: 두번째 집,2013,nan,7.05,7.25,1611
카라스:프로퍼시,2013,nan,nan,7.16,25
현장결제 친구가 쏜다,2013,nan,nan,0,0
멋진 녀석들,2013,nan,nan,8.14,7
세션: 이 남자가 사랑하는 법,2013,nan,8,8.43,139
드라마 스페셜 - 사춘기 메들리,2013,nan,nan,9.9,233
금요일엔 수다다,2013,nan,nan,9.83,6
몽정애2-기막힌 상상,2013,nan,nan,5,5
예쁜 남자,2013,nan,nan,8.02,184
그녀의 연기,2013,9,7.75,8.18,137
바람이 분다,2013,nan,7,5.2,2572
로렌스 애니웨이,2013,8.64,7.36,8.52,456
꽃보다 할배,2013,nan,nan,9.78,73
몬스터 대학교,2013,nan,6.43,8.78,1353
별에서 온 그대,2013,nan,nan,9.64,1178
투 마더스,2013,nan,6.75,7.11,994
노랑머리 - 플라스틱 섹스,2013,nan,nan,7,3
헬터 스켈터,2013,nan,6.33,7.7,208
홀리 모터스,2013,9.42,8.84,7.41,434
스타일 로그 2013,2013,nan,nan,8.5,6
모니카와의 여름,2013,10,nan,7.53,19
저스틴,2013,nan,5,7.87,204
그녀의 신화,2013,nan,nan,9.04,69
레인 이펙트,2013,nan,nan,7.87,15
엘과 엠의 러브스토리 - 엠 스토리,2013,nan,nan,7.92,13
나 혼자 산다,2013,nan,nan,7.91,112
시저는 죽어야 한다,2013,nan,8.22,8.6,126
드라마 페스티벌 - 잠자는 숲속의 마녀,2013,nan,nan,8.5,6
반달곰,2013,nan,nan,8.18,34
푸른거탑 제로,2013,nan,nan,7.71,14
대학생들 시즌2,2013,nan,nan,0,0
연애의 기술,2013,nan,2.5,2.56,509
빛나는 로맨스,2013,nan,nan,4.63,92
k-food 월드페스티벌 맛있는 도전,2013,nan,nan,0,0
노라노,2013,nan,7.04,8.66,32
도너 패스,2013,nan,nan,4.14,14
전국노래자랑,2013,nan,6.25,8,5014
호빗 : 스마우그의 폐허,2013,8.81,6,8.49,5452
꼭두각시,2013,nan,1,5.5,2461
진구세주전설 북두의권 Zero-켄시로전,2013,nan,nan,8.18,33
드래곤볼Z : 신들의 전쟁,2013,nan,nan,8.08,1325
화이트 고릴라,2013,nan,5.5,8.11,54
슈퍼매치,2013,nan,nan,0,0
전민공주,2013,nan,nan,0,0
나비와 바다,2013,nan,6.5,8.94,47
전쟁과 한 여자,2013,nan,nan,7.47,43
더 헌트,2013,nan,7.93,8.99,2032
레이디 사무라이 1,2013,nan,nan,4.88,8
타나토스,2013,nan,nan,7.09,11
어느 비행사에 대한 추억,2013,nan,6,7.98,123
화폐,2013,nan,nan,0,0
실버라이닝 플레이북,2013,8,7.53,8.62,2763
스타 패밀리 송,2013,nan,nan,0,0
알렉스 크로스,2013,nan,3,8.13,1361
올 이즈 로스트,2013,nan,7.04,8.2,567
닌자정사,2013,nan,nan,3.5,4
허니,2013,nan,8.44,7.93,44
러브 라이브!,2013,nan,nan,8.67,58
"금 나와라, 뚝딱!",2013,nan,nan,8.63,130
코리올라누스: 세기의 라이벌,2013,nan,nan,7.16,61
월드워Z,2013,9,6.61,8.23,13558
치어리더 캠프,2013,nan,nan,5,4
화이트 하우스 다운,2013,nan,4.75,7.43,2384
신애라의 요리의 정석,2013,nan,nan,0,0
정글의 법칙 in 미크로네시아,2013,nan,nan,8,2
주군의 태양,2013,nan,nan,9.55,1844
결혼전야,2013,nan,6.25,6.98,2456
세크레이드,2013,nan,nan,4.41,22
카마수트라 나잇,2013,nan,nan,3.14,7
드라마 페스티벌 - 수사부반장,2013,nan,nan,9.67,3
요리사와의 불륜,2013,nan,nan,8,2
위대한 개츠비,2013,nan,5.67,8.45,6140
컬투의 베란다쇼,2013,nan,nan,5.65,23
북극의 후예 이누크,2013,nan,5,9.08,12
짚의 방패,2013,1,6,5.88,401
빌리와 용감한 녀석들 2,2013,nan,nan,7.33,350
역사저널 그날,2013,nan,nan,9.36,42
구가의 서,2013,nan,nan,8.9,1100
샤이니의 어느 멋진 날,2013,nan,nan,10,3
스텔라 여학원 고등과 C3부,2013,nan,nan,0,0
더 울버린,2013,nan,5.13,6.12,6097
더 이상은 못 참아,2013,nan,nan,5.5,2
개구쟁이 스머프 2,2013,nan,nan,7.85,406
러블리 몰리,2013,nan,nan,3.69,29
분노의 질주: 더 맥시멈,2013,nan,6.25,8.82,5124
어떤 과학의 초전자포S,2013,nan,nan,8.62,16
깡철이,2013,nan,5.55,6.97,4480
어떤 시선,2013,nan,6.3,8.39,188
연애의 온도,2013,8,6.61,7.47,5777
넘버스 스테이션,2013,nan,4,6.86,198
우리에겐 교황이 있다,2013,nan,6.86,7.04,84
플라이보이스,2013,nan,nan,8,16
붉은 바캉스 검은 웨딩 2,2013,nan,nan,1.82,62
블러드 래드,2013,nan,nan,10,1
모래가 흐르는 강,2013,nan,6,6.68,167
더 드라마틱,2013,nan,nan,0,0
땡큐,2013,nan,nan,9.69,36
애프터 어스,2013,nan,5.08,6.86,5546
라운드 업,2013,nan,nan,8.4,57
김지윤의 달콤한 19,2013,nan,nan,7.28,50
부부극장,2013,nan,nan,0,0
스파이키드4 : 올더타임인더월드,2013,nan,nan,6.97,60
톱스타,2013,nan,6.42,7.37,2115
트릭,2013,nan,nan,5.96,23
넥스트 투모로우,2013,nan,nan,2.83,272
탑기어 코리아 시즌4,2013,nan,nan,5.37,19
미생 프리퀄,2013,nan,nan,8.58,370
코스모폴리스,2013,nan,7.13,6.04,193
사랑은 마법처럼,2013,nan,nan,7.73,26
섬마을 쌤,2013,nan,nan,9.57,7
주사타파,2013,nan,nan,7,1
정글의 법칙 in 사바나,2013,nan,nan,9,1
환영을 달리는 태양,2013,nan,nan,0,0
호스트,2013,nan,4.44,7.38,1025
남자대여자: 섹스가 문제다,2013,nan,nan,7.57,28
마스터 클래스의 산책,2013,nan,6,6.88,25
벤다 빌릴리,2013,nan,7.33,8.75,16
2013 SBS 연기대상,2013,nan,nan,8.5,6
누구세요,2013,nan,nan,0,0
스트레인저 인사이드,2013,nan,nan,5.26,23
사이코메트리,2013,nan,3.33,6.81,3171
수사반장 최일주,2013,nan,nan,4,4
다크월드 3D,2013,nan,nan,5.09,97
숨바꼭질,2013,nan,6.03,6.75,13488
밤의 여왕,2013,nan,4.56,6.88,1736
출출한 여자,2013,nan,nan,8.42,36
극장판 마법 소녀 마도카 ☆ 마기 카 [후편] 영원의 이야기,2013,nan,nan,8.54,149
로큐브! SS,2013,nan,nan,0,0
드라마 스페셜 - 내 친구는 아직 살아있다,2013,nan,nan,9.93,100
상속자들,2013,nan,nan,9.22,1031
퍼시픽 림,2013,nan,7.09,7.67,14408
머드,2013,nan,7.67,8.43,500
상어,2013,nan,nan,9.1,513
정글번치: 빙산으로의 귀환,2013,nan,nan,8.37,60
빈센트: 이탈리아 바다를 찾아,2013,nan,nan,8.91,67
가족의 품격 : 풀하우스,2013,nan,nan,5.57,7
러시 : 더 라이벌,2013,nan,7,9.06,1339
어디로 갈까요?,2013,nan,4,7.31,107
브레이크 블레이드 5 : 최후의 명령,2013,nan,nan,8,6
유정천 가족,2013,nan,nan,7.75,4
소원,2013,nan,7.46,9.33,8598
코파반장의 동화수사대,2013,nan,nan,0,0
라스트 엑소시즘: 잠들지 않는 영혼,2013,nan,2.5,6.83,835
"장옥정, 사랑에 살다",2013,nan,nan,7.7,1243
공각기동대 S.A.C Solid State Society 3D,2013,nan,nan,8.5,44
레이디 가가 : 온 더 엣지,2013,nan,nan,6.92,36
카니발,2013,nan,nan,10,2
식스블릿츠: 분노의 추적,2013,nan,nan,6.22,41
극장판: 타이거 앤 버니,2013,nan,nan,8.15,52
남자가 사랑할 때,2013,nan,nan,5.48,410
콰르텟,2013,nan,6.78,8.8,132
백만장자 게임 마이턴,2013,nan,nan,0,0
사이드 이펙트,2013,nan,6.3,7.58,484
짱구는 못말려 극장판: 태풍을 부르는 나와 우주의 프린세스,2013,nan,nan,8.21,510
멋진 녀석들,2013,nan,6,8.58,172
최후의 권력,2013,nan,nan,4.71,14
스와핑 클럽,2013,nan,nan,4.5,6
공범,2013,nan,5.33,7.16,4124
브로큰 시티,2013,nan,4.67,5.9,172
풍경,2013,nan,7.83,6.76,37
푸른거탑 시즌1,2013,nan,nan,9.48,127
더 테러 라이브,2013,nan,7.06,8.29,17300
사건번호 113,2013,nan,nan,7,3
극장판 토리코 : 미식신의 스페셜메뉴,2013,nan,nan,9.06,87
라붐,2013,8.5,8.13,7.93,563
천안함 프로젝트,2013,nan,6.75,4.34,8263
카라스:레블레이션,2013,nan,nan,9.25,20
정글의 법칙 in 히말라야,2013,nan,nan,5.25,12
세 번 결혼하는 여자,2013,nan,nan,7.43,98
킬 좀비,2013,nan,nan,4.87,54
아이스 에이지 자이언트,2013,nan,nan,10,1
대한민국 정치비사,2013,nan,nan,8,1
도전! 발명왕,2013,nan,nan,0,0
레닌그라드: 900일간의 전투,2013,nan,nan,7.09,56
용사가 되지 못한 나는 마지못해 취직을 결심했습니다,2013,nan,nan,9,1
플래티나 데이터,2013,nan,nan,7.39,127
카르고,2013,nan,nan,5.85,60
고대 도시 폼페이에 무슨 일이 있었나,2013,nan,nan,0,0
48미터,2013,nan,nan,8.96,375
뷰티풀 프렌즈,2013,nan,nan,7.71,7
사대명포,2013,nan,nan,7.07,59
PLAY GUIDE,2013,nan,nan,3,2
안나 볼레나,2013,nan,nan,8.88,8
콜드 워,2013,nan,5,6.35,86
프랭클린 & 배쉬 시즌3,2013,nan,nan,0,0
백년의 유산,2013,nan,nan,5.68,416
스프링 브레이커스,2013,nan,5.5,6.05,82
브레이크 블레이드 2 : 전쟁의 서막,2013,nan,nan,7.75,4
플라이페이퍼,2013,nan,nan,6.98,173
화신 - 마음을 지배하는 자,2013,nan,nan,2.28,390
원더풀 마마,2013,nan,nan,6.69,49
퍼시잭슨과 괴물의 바다,2013,nan,5,7.78,3247
젊은 엄마,2013,nan,nan,8.02,345
정준영의 Be Stupid,2013,nan,nan,9.95,20
키스,2013,nan,nan,8,18
디 아더 맨,2013,nan,nan,5.19,70
백설공주: 또 다른 이야기,2013,nan,nan,4.18,17
야쿠자 대 닌자,2013,nan,nan,3.19,16
일밤 - 진짜 사나이,2013,nan,nan,7.07,379
드라마 스페셜 - 기묘한 동거,2013,nan,nan,9.4,15
러시안 소설,2013,3,6.75,7.83,159
비러브드,2013,nan,6.92,7.32,69
럭키,2013,nan,nan,8.07,15
화려한 외출,2013,nan,nan,6.02,250
우리들의 헤어진 여자친구,2013,nan,nan,8.33,348
비행기,2013,nan,nan,7.48,167
어둠 속의 빛,2013,nan,6.67,8.18,49
필름 소셜리즘,2013,nan,7.67,6.93,14
MUST,2013,nan,nan,5.5,2
로미오와 줄리엣,2013,nan,nan,7.75,4
크리에이티브 코리아,2013,nan,nan,0,0
퍼펙트 호스트,2013,nan,6,7.13,196
방독피,2013,nan,6,3.06,80
그녀의 비밀,2013,nan,nan,0,0
도쿄 미녀 삼총사,2013,nan,nan,4.55,11
페인리스,2013,nan,6,7.61,248
에덴의 선택,2013,nan,nan,8.36,159
아이돌스타 육상 양궁 선수권 대회,2013,nan,nan,5.33,3
옴 샨티 옴,2013,nan,nan,7.66,88
뽀로로 극장판 슈퍼썰매 대모험,2013,8,6.5,8.61,660
슈퍼피쉬 - 끝없는 여정,2013,nan,6,7.74,39
극장판 쥬얼펫: 스위트댄스 프린세스,2013,nan,nan,7.78,9
거짓말 섹스가 좋아2,2013,nan,nan,6.5,18
더 콜,2013,nan,nan,8.32,2585
로젠메이든 3기,2013,nan,nan,10,5
차이니즈 조디악 특별판,2013,nan,5.67,7.82,1564
꼬마마녀 요요와 네네,2013,nan,nan,9.04,96
아임슈퍼모델,2013,nan,nan,0,0
엘리펀트 화이트,2013,nan,nan,6.65,17
에이리언 둠스데이,2013,nan,nan,3.77,35
포 엘렌,2013,nan,nan,7,30
권법 : 쿵푸의 신,2013,nan,nan,6.17,24
이웃집 꽃미남,2013,nan,nan,9.84,385
홀리,2013,nan,2,8.11,382
징기스칸: 제국의 건설,2013,nan,nan,4,25
킥 애스 2: 겁 없는 녀석들,2013,nan,5.81,8.17,1172
트러블 위드 블리스,2013,nan,nan,6.95,21
체리밤,2013,nan,nan,6.75,12
킬링시즌,2013,nan,4,6.82,127
아이언 도어,2013,nan,nan,5.52,178
주리,2013,nan,7.25,7.46,48
길 위에서,2013,9,nan,8.57,178
글래이즈 4,2013,nan,nan,0,0
마지막 불륜,2013,nan,nan,0,0
왕가네 식구들,2013,nan,nan,4.15,821
혁명기 발브레이브 1기,2013,nan,nan,10,1
프린세스 사쿠라,2013,nan,nan,4.15,54
맘마미아,2013,nan,nan,6.98,40
극장판 썬더일레븐 GO VS 골판지 전사 W,2013,nan,3,8.45,143
2013 빈필하모닉 여름음악회,2013,nan,nan,8.33,3
감자별 2013QR3,2013,nan,nan,9.49,175
황금무지개,2013,nan,nan,8.41,85
맨 오브 스틸,2013,nan,6.04,7.92,12580
소울 오브 브레드,2013,nan,nan,7.39,72
황금의 제국,2013,nan,nan,9.43,413
무서운 이야기 2,2013,nan,4.5,6.63,5633
타이치0 3D,2013,nan,4,6.9,505
레슨 인 러브,2014,nan,nan,7,1
악사들,2014,8.25,6.67,8.39,36
내 몸 사용 설명서,2014,nan,nan,0,0
결벽대결 1mm,2014,nan,nan,0,0
에리카의 애욕,2014,nan,nan,10,1
늑대인간: 더 오리지널,2014,nan,nan,6.39,95
뽕2014,2014,nan,nan,6.82,79
윤희,2014,nan,3,5.57,124
그녀,2014,8.7,7.68,8.52,5890
웨이스트 랜드,2014,9.15,6.86,8.96,72
안전은 보장할 수 없음,2014,8,nan,7.82,97
스타 펫 트래블 광희 in Japan,2014,nan,nan,0,0
바라: 축복,2014,nan,6.5,7.38,13
"2014 드라마 페스티벌 - 하우스, 메이트",2014,nan,nan,0,0
더 덴,2014,8,nan,6.33,73
더 울프 오브 월 스트리트,2014,8.1,7.36,8.08,4475
욕망의 독:중독,2014,nan,nan,4.17,53
우는 남자,2014,6.79,4.34,6,3982
위험한 유혹 - 추억이 떠나면 외로움만 남는다,2014,nan,nan,4.24,25
사다코 2,2014,3.86,4,4.91,149
타짜-신의 손,2014,7.76,6.11,7.25,15990
나의 멋진 친구들,2014,nan,nan,7.92,12
청춘예찬,2014,nan,5.67,7.94,199
하이스쿨 : 러브온,2014,nan,nan,9.24,75
유나의 거리,2014,nan,nan,9.9,384
2014 드라마 페스티벌 - 원녀일기,2014,nan,nan,9.6,5
F.O.E.: 에프.오.이.,2014,nan,nan,4.5,14
네온 플레쉬,2014,nan,nan,8.25,12
봉쥬르 사랑맛 파티스리,2014,nan,nan,0,0
올 어바웃 MAMA,2014,nan,nan,10,1
메가 스파이더,2014,nan,nan,6.2,44
인생은 항구다,2014,nan,nan,0,0
"메밀꽃, 운수 좋은 날, 그리고 봄봄",2014,8.87,6.6,8.74,513
음악쇼,2014,nan,nan,0,0
농부가 사라졌다,2014,nan,nan,10,1
전설의 비밀,2014,nan,nan,0,0
드라마 스페셜 - 보미의 방,2014,nan,nan,8.43,7
워크 오브 셰임,2014,nan,6.75,6.95,114
플러스 원,2014,4,4,4.73,102
부니 베어: 롤라 구출 대모험,2014,8.07,nan,8.03,148
오 마이 갓,2014,nan,nan,0,0
어메이징 스파이더맨 2,2014,8.06,6.32,7.76,12955
해커스,2014,nan,nan,7.36,105
2014 드라마 페스티벌 - 형영당 일기,2014,nan,nan,8.5,4
당신만이 내사랑,2014,nan,nan,3.88,8
끝까지 간다,2014,8.83,7.04,9.03,14763
나의 독재자,2014,7.37,6.63,7.43,2650
GROW: 인피니트의 리얼 청춘 라이프,2014,9.61,4,9.05,668
시험에 들지 말게 하옵시며,2014,nan,nan,7.4,5
동경가족,2014,8.31,6.61,8.47,484
어네스트와 셀레스틴,2014,9.02,7.07,9.04,526
들개들,2014,nan,6.5,4.67,546
음란한 떡국열차,2014,nan,nan,10,1
왈츠 포 모니카,2014,nan,nan,8.43,14
신의 전사,2014,nan,5,6.66,32
왔다! 장보리,2014,nan,nan,7.47,380
휴(休)먼다큐 부부일기,2014,nan,nan,0,0
시티 걸,2014,nan,nan,0,0
레쓰링,2014,10,nan,6.34,269
여직원의 도발과 불륜,2014,nan,nan,0,0
인 더 블러드,2014,nan,3,6.52,73
신부의 아이들,2014,8,6.5,7.5,28
연애의 발견,2014,nan,nan,9.28,360
독수리 오형제,2014,nan,nan,3.59,282
드라마 스페셜 - 곡비,2014,nan,nan,10,5
통일 한국을 그리다,2014,nan,nan,7.75,4
로드킹,2014,nan,nan,0,0
아워즈,2014,nan,nan,7.38,81
트러블 메이커,2014,nan,nan,3.97,29
2014 지구 최후의 날,2014,nan,nan,6,4
레디액션 청춘,2014,7.75,4,5.67,72
여행남녀,2014,nan,nan,0,0
헬로 이방인,2014,nan,nan,0,0
토마스와 친구들: 잃어버린 왕관,2014,nan,6,8.38,32
프로즌 그라운드,2014,7.3,7,7.42,335
남자들의 동영상 랭크쇼 M16,2014,nan,nan,9.67,3
블라인드 디텍티브,2014,nan,5,6.94,51
그랜드 부다페스트 호텔,2014,8.71,8.05,8.39,6575
피의 복수,2014,nan,nan,6.53,38
美親 유럽 - 예뻐질지도,2014,nan,nan,5.79,19
호오즈키의 냉철,2014,nan,nan,9,1
히트맨 No.2 : 살인면허,2014,nan,nan,4.57,90
맛있는원샷,2014,nan,nan,0,0
토미카 무비,2014,6.2,nan,5.28,18
작전명: 제트스톰,2014,nan,nan,5,12
가디언스,2014,nan,nan,5.78,91
악령,2014,nan,nan,7.14,169
"12년만의 재회 : 달래 된, 장국",2014,nan,nan,9.58,48
용감한 작가들,2014,nan,nan,0,0
짜릿한 폰섹스컴퍼니,2014,nan,nan,8.72,43
모도리강,2014,nan,nan,6.67,3
패밀리 S다이어리,2014,nan,nan,7,7
2014 KBS 연예대상,2014,nan,nan,7,1
로스트리전: 로마군단의 반란,2014,nan,nan,5.72,36
청풍자,2014,nan,nan,6.36,33
백투더스쿨,2014,nan,nan,0,0
2014 브라질월드컵 특집,2014,nan,nan,10,2
추석특집다큐 고려인 이주150년 시온고 아리랑,2014,nan,nan,0,0
KBS 글로벌 대기획 요리인류,2014,nan,nan,9.75,4
2014 미스 섹시백,2014,nan,nan,0,0
모뉴먼츠 맨 : 세기의 작전,2014,7.08,5.83,7.03,516
Moving Self-Portrait 2014,2014,nan,nan,0,0
말레피센트,2014,8.38,6.07,8.24,5573
틴토 브라스의 모든 것,2014,nan,nan,6.78,9
THE 프렌즈 in 돗토리,2014,nan,nan,5.5,2
에이리언 스페이스,2014,nan,nan,4.46,24
문감독 예고편: 40MIN,2014,8,nan,8.3,10
사랑의 유효기간은 3년,2014,6.33,nan,6.35,51
나는 야한 여자가 좋다 2,2014,nan,nan,3.69,32
나는 야한 여자가 좋다,2014,nan,nan,3.41,51
잡가소수,2014,nan,nan,8.38,8
리얼 한국정착기 - 이방인,2014,nan,nan,8,2
멀린 : 마법전사와 용의 기사단,2014,nan,nan,4.19,32
황금시대,2014,7.86,6.5,7.73,164
트랜스머신: 만테라,2014,nan,nan,6.17,23
제보자,2014,8.31,6.8,8.33,5281
더 트루스: 무언의 제보자,2014,nan,nan,8.42,130
더 시그널,2014,6.54,6.19,6.39,2433
내가 잠들기 전에,2014,8.09,4.95,7.24,736
정글히어로,2014,7.93,5,7.71,136
끝없는 사랑,2014,nan,nan,7.13,107
오토마타,2014,10,5,6.79,252
300: 제국의 부활,2014,7.55,5.29,7.17,4433
론 서바이버,2014,8.78,6.17,9.03,3119
혹성탈출: 반격의 서막,2014,8.43,6.53,8.54,12355
드라마 스페셜 - 나 곧 죽어,2014,nan,nan,8.47,15
프라이버시,2014,6.2,6.33,7.4,139
관능의 법칙,2014,7.64,6.5,7.66,1705
닥터 프로스트,2014,nan,nan,6.09,46
노예 12년,2014,8.37,7.57,8.58,2457
어덜트 월드,2014,nan,nan,8.05,38
상의원,2014,7.79,5.21,7.85,4784
그 참을 수 없는 맛,2014,nan,nan,4.46,24
인터스텔라,2014,9.12,7.9,9.11,51149
디셈버,2014,7.75,nan,7.4,53
당신의 벽이 속삭일때,2014,9,nan,6.35,17
빅맨,2014,nan,nan,9.13,151
마지막 떡국열차,2014,nan,nan,1,1
패션왕,2014,6.79,5.5,5.29,5587
"최근, 여동생의 상태가 조금 이상한데",2014,nan,nan,9,4
아버지의 이메일,2014,8.23,7,8.06,102
극장판 가면라이더 vs 파워레인저 슈퍼히어로 대전,2014,8.4,nan,7.6,292
5일의 마중,2014,8.88,7.4,8.97,975
고양이 사무라이,2014,8.23,5.81,7.73,182
예고살인자,2014,nan,nan,4,22
백설공주의 마지막 키스,2014,8.58,7.15,8.57,84
스튜던트 서비스,2014,nan,nan,5.31,29
투와이스 본,2014,7.5,nan,8.73,145
명탐정 코난: 이차원의 저격수,2014,8.65,nan,8.71,1806
도노반스 에코,2014,nan,nan,7.12,24
언제나! 괴짜가족,2014,nan,nan,0,0
밀애,2014,nan,nan,5.31,75
야간비행,2014,8.61,7.65,8.13,488
라보엠,2014,8.63,nan,8.68,22
열애,2014,nan,nan,5.91,55
마테호른,2014,9.33,6.75,8.52,101
취업전쟁,2014,nan,nan,7,3
엄마의 선택,2014,nan,nan,9,3
뜨거운 온천장의 정사,2014,nan,nan,0,0
수호지 - 명포 배선,2014,nan,nan,5.86,7
사쿠라 트릭,2014,nan,nan,0,0
박물관을 털어라,2014,nan,nan,7.11,28
1789 바스티유의 연인들,2014,8.94,nan,8.93,46
라스트 엘비스,2014,nan,nan,7.09,121
아이에게 권력을?!,2014,nan,nan,0,0
부부감별쇼 리얼리?,2014,nan,nan,0,0
선 오브 갓,2014,8.43,6.63,7.98,1553
하숙 24번지,2014,nan,nan,8,6
넛잡: 땅콩 도둑들,2014,7.33,7,6.71,1372
"소년, 소녀 그리고 바다",2014,7.92,6,7.62,175
헤라클레스 : 레전드 비긴즈,2014,6.11,4.8,6.32,2242
어떤 귀향,2014,nan,nan,0,0
이브 생 로랑,2014,7.98,6.13,7.39,256
소원을 말해요,2014,nan,nan,0,0
백인백곡 - 끝까지 간다,2014,nan,nan,8.83,6
블랙키스,2014,nan,nan,4.86,7
불편한 진실 메디컬X,2014,nan,nan,2.25,4
와즈다,2014,8.82,7.38,8.65,226
잔다라 더 피날레,2014,4,nan,5.2,10
슈퍼스타K6 올스타 콘서트,2014,nan,nan,8.5,2
로보싸커,2014,7.33,nan,7.33,30
스무살,2014,nan,nan,10,2
히어로즈 포 세일,2014,nan,nan,0,0
소녀 리오의 욕망,2014,nan,nan,6,2
인사이드 르윈,2014,8.28,8.86,8.18,1550
화피 2,2014,nan,nan,7.58,149
마담 뺑덕,2014,6.53,5.88,6.63,2789
사랑만 할래,2014,nan,nan,2.66,114
가디언즈,2014,nan,nan,0,0
모텔 라이프,2014,nan,nan,6.92,25
"성탄특집 클래식, 캐럴을 만나다",2014,nan,nan,7,1
틴토 브라스의 아모르,2014,nan,3,6.65,60
지옥이 뭐가 나빠,2014,9.17,7.1,7.2,176
침입자들 : 로봇의 역습,2014,nan,nan,4.68,78
드라마 스페셜 - 수상한 7병동,2014,nan,nan,6.33,3
두 남자의 특급찬양,2014,nan,nan,0,0
극장판 뛰뛰빵빵 구조대 미션 : 둥둥이를 구하라!,2014,7.61,nan,7.81,111
2014 MBC 연기대상,2014,nan,nan,7,1
새 폴더,2014,nan,nan,7.53,122
퍼즐,2014,nan,nan,5.19,145
불량경찰4 : 부정부패소탕작전,2014,nan,nan,7.33,6
거꾸로 된 파테마,2014,9,nan,8.49,506
엄마의 정원,2014,nan,nan,6.31,65
우리는 형제입니다,2014,7.67,5,7.19,2897
노아,2014,6.56,7.03,6.06,7983
엠카운트다운 비긴즈,2014,nan,nan,10,1
콰이어트 원,2014,7.27,4,6.65,153
유혹,2014,nan,nan,4.77,13
탑캣 : 뉴욕 대소동,2014,nan,nan,5.25,8
스티븐 시걸의 CIA,2014,nan,nan,4.73,11
MAMA 히든 스토리,2014,nan,nan,10,1
논스톱,2014,8.29,5.67,8.61,6348
